names,dates,comments,inferred_gender
Reviewer_414,2025-04-14 09:45:00,I top my croissant with delicious salmon and herb cheese,male
Reviewer_415,2025-04-14 09:43:00,Delicious with fresh Dutch strawberries!! These are usually available around Easter.,female
Reviewer_416,2025-04-14 09:38:00,"I always make a fancy croissant with poached egg, avocado and prawns :)",male
Reviewer_417,2025-04-14 09:36:00,The tastiest croissant is made with love by my children and what goes on it is of secondary importance,male
Reviewer_418,2025-04-14 09:35:00,"I prefer to eat my croissant with just a slice of cheese, with strawberry jam, or with strawberries!    Croissants are too good anyway! Every Saturday for breakfast while doing odd jobs. And then even without toppings..   ",unknown
Reviewer_419,2025-04-14 09:31:00,"I always eat my croissant with cheese and jam, it doesn't matter what kind of jam, I love it because of the sweet and salty combination. :D",unknown
Reviewer_420,2025-04-14 09:29:00,"The tastiest topping on a croissant, of course on a home-baked croissant so that we also have the delicious smell in the house.",male
Reviewer_421,2025-04-14 09:26:00,"The ultimate croissant for me is a fresh warm croissant with pastry cream, fresh strawberries on top and a touch of powdered sugar over the croissant. A festive day can't start better.",female
Reviewer_422,2025-04-14 09:15:00,dubai croissant :P,male
Reviewer_423,2025-04-14 09:11:00,I prefer to eat the croissants from Albert Heijn without anything on them. Baked at home they are the most delicious because then they are not only crunchy and warm but you also get the smell as a gift.,female
Reviewer_424,2025-04-14 09:11:00,"delicious with raw ham, slice of mature cheese and half a soft-boiled egg and a little truffle mayonnaise",female
Reviewer_425,2025-04-14 09:11:00,"I like to put a nice boiled egg on my croissant, you could also make a kind of healthy croissant out of it XD",unknown
Reviewer_426,2025-04-14 09:02:00,I like to top my croissant with herb cream cheese and smoked salmon!,male
Reviewer_427,2025-04-14 09:00:00,I simply top a croissant with young matured cheese!,female
Reviewer_428,2025-04-14 08:59:00,A croissant with strawberries and a little sugar...,female
Reviewer_429,2025-04-14 08:56:00,"Delicious with the Terra smashed avocado, a slice of young matured AH organic cheese and a boiled egg. Nothing more to do!",female
Reviewer_430,2025-04-14 08:53:00,My daughter prefers her croissant with 2 colours of flakes and on a still warm croissant so that the flakes melt nicely.,unknown
Reviewer_431,2025-04-14 08:51:00,egg and bacon,male
Reviewer_432,2025-04-14 08:50:00,I prefer to top my croissant with chili cheese,male
Reviewer_433,2025-04-14 08:46:00,"I top my croissants in 2 ways, either with a nice layer of crab salad with rocket and cucumber, or with cheese, cucumber, tomato, egg and lettuce. With a glass of freshly squeezed orange juice as extras.",female
Reviewer_434,2025-04-14 08:44:00,I like to eat it with butter and then with strawberry jam and a little granulated sugar on top and a cup of tea,female
Reviewer_435,2025-04-14 08:38:00,"Delicious with homemade egg salad! AH eggs, Zaanse mayo and Badia all season herbs. Wake me up!",female
Reviewer_436,2025-04-14 08:37:00,"I top my croissant with cheese, cucumber and an egg",female
Reviewer_437,2025-04-14 08:35:00,"Butter croissant, still a bit lukewarm. Delicious with a bit of jam. Cup of coffee, close your eyes and pretend you're in France.",male
Reviewer_438,2025-04-14 08:34:00,I used to always eat croissants with butter and apricot jam when we had picnics in front of my grandma's house :-),male
Reviewer_439,2025-04-14 08:34:00,ham & cheese.,male
Reviewer_440,2025-04-14 08:34:00,I almost never eat croissants only during the holidays.,male
Reviewer_441,2025-04-14 08:33:00,"My ultimate croissant topping? A layer of salted butter, a generous dollop of lemon curd and a few fresh raspberries on top. Sweet, sour, creamy and fresh in one bite. Just like spring itself on your sandwich! When I close my eyes, I can already hear the birds whistling.",male
Reviewer_442,2025-04-14 08:31:00,"I have celiac disease and eat delicious gluten-free croissants, delicious with a boiled egg, ham and cheese, without butter, and that is a wonderful moment of enjoyment, every Sunday!",female
Reviewer_443,2025-04-14 08:31:00,"what i put on my croissant is: lettuce, ham, cheese, egg and then some dill sauce over it...yummy",female
Reviewer_444,2025-04-14 08:31:00,"I prefer to make my croissants with cherries or apricots and with a slice of old cheese, really delicious    or just with a slice of salami   ",female
Reviewer_445,2025-04-14 08:24:00,"I often put cheese on it, put it under the toaster for 2 minutes and it's delicious!",male
Reviewer_446,2025-04-14 08:24:00,"For when you can't decide between a French or English breakfast... Cut the croissant open and fill it with Scrambled egg and a slice of well-fried bacon! Not healthy, but very tasty!",male
Reviewer_447,2025-04-14 08:24:00,"Hearty, with homemade green pesto, sun-dried tomatoes and mozzarella. Then briefly in the oven and... enjoy!",female
Reviewer_448,2025-04-14 08:18:00,delicious with butter and fresh strawberries,male
Reviewer_449,2025-04-14 08:18:00,I like to top my croissant with butter and strawberry jam.,female
Reviewer_450,2025-04-14 08:12:00,I top my croissant with spicy chatar sausage. That spicy kick together with creamy croissant is really addictively delicious recommend everyone to try it! sausage can be found at halal assortment.,female
Reviewer_451,2025-04-14 08:09:00,Nice and warm with butter and pure chocolate sprinkles on top,female
